Word,Freq_Per_Mil,Log_Freq,Word_Syll
33101,snaps,2.82,2.1614,1
33102,snapshot,1.04,1.7324,2
33103,snapshots,0.92,1.6812,2
33104,snare,0.76,1.6021,1
33105,snared,0.12,0.8451,1
33106,snares,0.18,1.0,1
33107,snaring,0.04,0.4771,2
33108,snarl,0.53,1.4472,1
33109,snarled,0.12,0.8451,2
33110,snarling,0.9,1.6721,2
33111,snarls,0.33,1.2553,1
33112,snatch,3.9,2.301,1
33113,snatched,3.0,2.1875,1
33114,snatcher,0.47,1.3979,2
33115,snatchers,0.33,1.2553,2
33116,snatches,0.22,1.0792,2
33117,snatching,0.9,1.6721,2
33118,snazzier,0.02,0.301,3
33119,snazzy,0.61,1.5051,2
33120,sneak,16.88,2.9355,1
33121,sneaked,1.53,1.8976,1
33122,sneaker,0.69,1.5563,2
33123,sneakers,4.57,2.3692,2
33124,sneaking,7.92,2.6075,2
33125,sneaks,1.29,1.8261,1
33126,sneaky,4.24,2.3365,2
33127,snee,0.02,0.301,1
33128,sneer,0.75,1.5911,1
33129,sneered,0.22,1.0792,1
33130,sneering,0.14,0.9031,2
33131,sneers,0.06,0.6021,1
33132,sneeze,2.94,2.179,1
33133,sneezed,1.25,1.8129,1
33134,sneezes,0.86,1.6532,2
33135,sneezing,1.1,1.7559,2
33136,snicker,0.29,1.2041,2
33137,snickered,0.02,0.301,2
33138,snickering,0.37,1.301,3
33139,snide,0.55,1.4624,1
33140,sniff,3.55,2.2601,1
33141,sniffed,0.75,1.5911,1
33142,sniffer,0.33,1.2553,2
33143,sniffing,3.41,2.243,2
33144,sniffle,0.25,1.1461,2
33145,sniffles,0.49,1.415,2
33146,sniffling,0.59,1.4914,2
33147,sniffs,1.24,1.8062,1
33148,snifter,0.31,1.2304,2
33149,snip,2.12,2.0374,1
33150,snipe,0.35,1.2788,1
33151,sniped,0.04,0.4771,1
33152,sniper,4.35,2.3483,2
33153,snipers,2.22,2.0569,2
33154,sniping,0.25,1.1461,2
33155,snippet,0.1,0.7782,2
33156,snips,0.12,0.8451,1
33157,snitch,3.16,2.2095,1
33158,snitching,0.43,1.3617,2
33159,snively,0.02,0.301,2
33160,snob,2.18,2.0492,1
33161,snobbery,0.2,1.0414,3
33162,snobbish,0.31,1.2304,2
33163,snobby,0.24,1.1139,2
33164,snobs,0.51,1.4314,1
33165,snooker,0.27,1.1761,2
33166,snookered,0.06,0.6021,2
33167,snoop,2.49,2.1072,1
33168,snooping,3.06,2.1959,2
33169,snooty,0.63,1.5185,2
33170,snooze,0.9,1.6721,1
33171,snoozing,0.27,1.1761,2
33172,snore,1.61,1.9191,1
33173,snoring,2.88,2.1703,2
33174,snort,1.16,1.7782,1
33175,snorted,0.35,1.2788,2
33176,snorting,0.92,1.6812,2
33177,snorts,0.84,1.6435,1
33178,snot,2.12,2.0374,1
33179,snout,0.84,1.6435,1
33180,snouts,0.12,0.8451,1
33181,snow,31.35,3.2041,1
33182,snowball,1.39,1.8573,2
33183,snowballed,0.22,1.0792,2
33184,snowballing,0.12,0.8451,3
33185,snowballs,0.35,1.2788,2
33186,snowbird,0.02,0.301,2
33187,snowboard,0.78,1.6128,2
33188,snowboarder,0.43,1.3617,3
33189,snowboarders,0.61,1.5051,3
33190,snowboards,0.1,0.7782,2
33191,snowbound,0.14,0.9031,2
33192,snowed,1.22,1.7993,1
33193,snowfall,0.39,1.3222,2
33194,snowfalls,0.02,0.301,2
33195,snowflakes,0.65,1.5315,2
33196,snowing,2.98,2.1847,2
33197,snowman,1.9,1.9912,2
33198,snowmobile,0.29,1.2041,3
33199,snowmobiles,0.08,0.699,3
33200,snowplow,0.39,1.3222,2
33201,snowplows,0.08,0.699,2
33202,snows,1.27,1.8195,1
33203,snowshoe,0.04,0.4771,2
33204,snowstorm,0.86,1.6532,2
33205,snowstorms,0.04,0.4771,2
33206,snowy,1.06,1.7404,2
33207,snub,0.39,1.3222,1
33208,snubbed,0.33,1.2553,1
33209,snubbing,0.12,0.8451,2
33210,snubs,0.04,0.4771,1
33211,snuck,4.63,2.3747,1
33212,snuff,2.0,2.0128,1
33213,snuffed,0.51,1.4314,1
33214,snuffing,0.02,0.301,2
33215,snuffs,0.1,0.7782,1
33216,snug,1.43,1.8692,1
33217,snuggle,1.29,1.8261,2
33218,snugly,0.12,0.8451,2
33219,so,4244.16,5.3354,1
33220,soak,3.45,2.248,1
33221,soaked,3.12,2.2041,1
33222,soaking,2.75,2.1492,2
33223,soaks,0.2,1.0414,1
33224,soap,15.2,2.8899,1
33225,soapbox,0.47,1.3979,2
33226,soaps,1.02,1.7243,1
33227,soapy,0.49,1.415,2
33228,soar,1.53,1.8976,1
33229,soared,0.45,1.3802,1
33230,soaring,1.04,1.7324,2
33231,soars,0.45,1.3802,1
33232,sob,1.51,1.8921,1
33233,sobbed,0.22,1.0792,1
33234,sobbing,5.14,2.42,2
33235,sobbingly,0.02,0.301,3
33236,sober,10.1,2.7126,2
33237,sobered,0.43,1.3617,2
33238,sobering,0.37,1.301,3
33239,soberly,0.16,0.9542,3
33240,sobers,0.27,1.1761,2
33241,sobriety,0.65,1.5315,4
33242,sobriquet,0.02,0.301,3
33243,sobs,2.59,2.1239,1
33244,soccer,12.55,2.8069,2
33245,sociable,1.0,1.716,3
33246,social,33.39,3.2315,2
33247,socialism,0.57,1.4771,4
33248,socialist,1.27,1.8195,3
33249,socialistic,0.06,0.6021,4
33250,socialists,0.18,1.0,3
33251,socialite,0.43,1.3617,3
33252,socialites,0.1,0.7782,3
33253,socialization,0.2,1.0414,5
33254,socialize,0.96,1.699,3
33255,socialized,0.12,0.8451,3
33256,socializing,0.55,1.4624,4
33257,socially,2.9,2.1732,3
33258,societal,0.16,0.9542,4
33259,societies,1.12,1.7634,4
33260,society,32.92,3.2253,4
33261,socioeconomic,0.16,0.9542,7
33262,sociological,0.27,1.1761,6
33263,sociologist,0.14,0.9031,5
33264,sociology,0.43,1.3617,5
33265,sociopath,1.0,1.716,4
33266,sociopaths,0.2,1.0414,4
33267,sock,8.98,2.6618,1
33268,socked,0.53,1.4472,1
33269,socket,1.61,1.9191,2
33270,sockets,0.78,1.6128,2
33271,socking,0.12,0.8451,2
33272,socks,18.27,2.9699,1
33273,sod,1.84,1.9777,1
33274,soda,19.84,3.0056,2
33275,sodas,1.06,1.7404,2
33276,sodden,0.12,0.8451,2
33277,sodium,2.47,2.1038,3
33278,sodomize,0.08,0.699,3
33279,sodomized,0.31,1.2304,3
33280,sodomizing,0.08,0.699,4
33281,sodomy,0.37,1.301,3
33282,sofa,5.86,2.4771,2
33283,sofas,0.31,1.2304,2
33284,soft,32.02,3.2133,1
33285,softball,2.25,2.0645,2
33286,softballs,0.02,0.301,2
33287,soften,1.49,1.8865,2
33288,softened,0.63,1.5185,2
33289,softener,0.45,1.3802,3
33290,softening,0.45,1.3802,3
33291,softens,0.18,1.0,2
33292,softer,1.71,1.9445,2
33293,softest,0.37,1.301,2
33294,softly,4.73,2.3838,2
33295,softness,0.47,1.3979,2
33296,software,8.43,2.6345,2
33297,softwood,0.02,0.301,2
33298,soggy,0.98,1.7076,2
33299,soil,7.78,2.5999,1
33300,soiled,0.9,1.6721,1
33301,soils,0.16,0.9542,1
33302,soir,0.61,1.5051,1
33303,soiree,0.75,1.5911,2
33304,sojourn,0.25,1.1461,2
33305,sojourner,0.06,0.6021,3
33306,solace,1.53,1.8976,2
33307,solar,4.63,2.3747,2
33308,sold,52.06,3.4242,1
33309,solder,0.04,0.4771,2
33310,soldering,0.39,1.3222,3
33311,soldier,38.92,3.298,2
33312,soldiering,0.45,1.3802,3
33313,soldiers,27.63,3.1492,2
33314,sole,5.25,2.4298,1
33315,solely,1.75,1.9542,2
33316,solemn,2.2,2.0531,2
33317,solemnity,0.06,0.6021,4
33318,solemnly,1.75,1.9542,3
33319,soles,0.92,1.6812,1
33320,solicit,0.61,1.5051,3
33321,solicitation,0.88,1.6628,5
33322,solicitations,0.04,0.4771,5
33323,solicited,0.35,1.2788,4
33324,soliciting,1.04,1.7324,4
33325,solicitor,0.88,1.6628,4
33326,solicitors,0.33,1.2553,4
33327,solicitous,0.14,0.9031,4
33328,solicits,0.02,0.301,3
33329,solicitude,0.06,0.6021,4
33330,solid,19.57,2.9996,2
33331,solidarity,0.78,1.6128,5
33332,solidified,0.16,0.9542,4
33333,solidifies,0.02,0.301,4
33334,solidify,0.2,1.0414,4
33335,solidifying,0.06,0.6021,5
33336,solidity,0.08,0.699,4
33337,solidly,0.25,1.1461,3
33338,solids,0.39,1.3222,2
33339,soliloquy,0.29,1.2041,4
33340,solitaire,1.16,1.7782,3
33341,solitary,3.41,2.243,4
33342,solitude,2.0,2.0128,3
33343,solo,8.55,2.6405,2
33344,soloist,0.2,1.0414,3
33345,soloists,0.02,0.301,3
33346,solos,0.41,1.3424,2
33347,solstice,0.31,1.2304,2
33348,soluble,0.16,0.9542,3
33349,solution,15.82,2.9074,3
33350,solutions,1.49,1.8865,3
33351,solvable,0.04,0.4771,3
33352,solve,19.49,2.9978,1
33353,solved,9.92,2.705,1
33354,solvency,0.08,0.699,3
33355,solvent,0.55,1.4624,2
33356,solvents,0.18,1.0,2
33357,solver,0.27,1.1761,2
33358,solvers,0.04,0.4771,2
33359,solves,1.35,1.8451,1
33360,solving,2.2,2.0531,2
33361,somber,0.31,1.2304,2
33362,sombrero,0.27,1.1761,3
33363,some,1727.24,4.9449,1
33364,somebody,344.53,4.2448,3
33365,someday,33.84,3.2373,2
33366,somehow,45.29,3.3638,2
33367,someone,446.12,4.357,2
33368,someplace,31.59,3.2074,2
33369,somersault,0.49,1.415,3
33370,somersaulting,0.04,0.4771,4
33371,somersaults,0.25,1.1461,3
33372,something,1500.16,4.8837,2
33373,sometime,33.31,3.2304,2
33374,sometimes,179.0,3.9605,2
33375,somewhat,9.1,2.6675,2
33376,somewhere,111.53,3.755,2
33377,somewheres,1.08,1.7482,2
33378,somnolent,0.02,0.301,3
33379,son,410.76,4.3212,1
33380,sonar,4.14,2.3263,2
33381,sonatas,0.08,0.699,3
33382,song,93.69,3.6793,1
33383,songbird,0.24,1.1139,2
33384,songbirds,0.18,1.0,2
33385,songs,22.2,3.0542,1
33386,songwriter,0.98,1.7076,3
33387,songwriters,0.31,1.2304,3
33388,songwriting,0.25,1.1461,3
33389,songy,0.04,0.4771,2
33390,sonnet,0.76,1.6021,2
33391,sonnets,0.47,1.3979,2
33392,sonogram,0.27,1.1761,3
33393,sonorous,0.04,0.4771,3
33394,sons,18.06,2.9647,1
33395,soon,257.65,4.1186,1
33396,sooner,37.02,3.2762,2
33397,soonest,0.22,1.0792,2
33398,soot,1.08,1.7482,1
33399,soothe,1.29,1.8261,1
33400,soothed,0.1,0.7782,1
33401,soothes,0.49,1.415,1
33402,soothing,2.25,2.0645,2
33403,soothingly,0.02,0.301,3
33404,soothsayer,0.12,0.8451,3
33405,soothsayers,0.04,0.4771,3
33406,sooty,0.1,0.7782,2
33407,sophisticate,0.04,0.4771,4
33408,sophisticated,6.78,2.5403,5
33409,sophisticates,0.12,0.8451,4
33410,sophistication,0.96,1.699,5
33411,sophomore,2.86,2.1673,2
33412,sophomores,0.27,1.1761,2
33413,sophomoric,0.22,1.0792,4
33414,sopping,0.22,1.0792,2
33415,sops,0.02,0.301,1
33416,sorbet,0.27,1.1761,2
33417,sorcerer,1.71,1.9445,3
33418,sorcerers,0.39,1.3222,3
33419,sorcery,0.65,1.5315,3
33420,sordid,2.49,2.1072,2
33421,sore,15.0,2.8842,1
33422,sorely,0.86,1.6532,2
33423,sores,1.18,1.7853,1
33424,sorghum,0.16,0.9542,2
33425,sororities,0.12,0.8451,4
33426,sorority,1.88,1.9868,4
33427,sorrel,0.41,1.3424,2
33428,sorrow,6.86,2.5453,2
33429,sorrowful,0.39,1.3222,3
33430,sorrows,1.45,1.8751,2
33431,sorry,1167.96,4.775,2
33432,sort,148.71,3.88,1
33433,sorted,2.1,2.0334,2
33434,sorter,0.14,0.9031,2
33435,sortie,0.08,0.699,2
33436,sorties,0.16,0.9542,2
33437,sorting,1.45,1.8751,2
33438,sorts,9.57,2.6893,1
33439,sot,0.25,1.1461,1
33440,souffle,0.43,1.3617,2
33441,sought,4.71,2.382,1
33442,souk,0.02,0.301,1
33443,soul,76.96,3.594,1
33444,soulful,0.43,1.3617,2
33445,soulless,0.63,1.5185,2
33446,souls,14.78,2.8779,1
33447,sound,143.39,3.8642,1
33448,sounded,18.86,2.9836,2
33449,sounder,0.12,0.8451,2
33450,soundest,0.02,0.301,2
33451,sounding,3.78,2.2878,2
33452,soundings,0.12,0.8451,2
33453,soundly,0.69,1.5563,2
33454,soundness,0.04,0.4771,2
33455,sounds,156.27,3.9015,1
33456,soundtrack,0.94,1.6902,2
33457,soundtracks,0.06,0.6021,2
33458,soup,25.2,3.1092,1
33459,souped,0.1,0.7782,1
33460,soups,0.33,1.2553,1
33461,soupy,0.24,1.1139,2
33462,sour,5.82,2.4742,2
33463,source,28.18,3.1578,1
33464,sources,8.22,2.6232,2
33465,sourcing,0.02,0.301,2
33466,soured,0.22,1.0792,2
33467,souring,0.04,0.4771,3
33468,sours,0.16,0.9542,2
33469,sous,0.45,1.3802,1
33470,sousaphone,0.06,0.6021,3
33471,southbound,0.78,1.6128,2
33472,southeast,3.27,2.2253,2
33473,southeastern,0.18,1.0,3
33474,southerly,0.14,0.9031,3
33475,southernmost,0.08,0.699,3
33476,southward,0.25,1.1461,2
33477,southwest,3.43,2.2455,2
33478,southwestern,0.31,1.2304,3
33479,souvenir,4.71,2.382,3
33480,souvenirs,2.31,2.0755,3
33481,sovereign,2.51,2.1106,2
33482,sovereigns,0.35,1.2788,2
33483,sovereignty,0.57,1.4771,3
33484,sow,1.92,1.9956,1
33485,sowed,0.14,0.9031,1
33486,sowing,0.2,1.0414,2
33487,sown,0.33,1.2553,1
33488,sows,0.16,0.9542,1
33489,soy,2.31,2.0755,1
33490,soya,0.16,0.9542,2
33491,soybean,0.49,1.415,2
33492,soybeans,0.27,1.1761,2
33493,spa,4.69,2.3802,1
33494,space,66.06,3.5276,1
33495,spacecraft,2.25,2.0645,2
33496,spaced,0.84,1.6435,1
33497,spaceport,0.16,0.9542,2
33498,spacer,0.1,0.7782,2
33499,spacers,0.06,0.6021,2
33500,spaces,2.69,2.1399,2
33501,spaceship,3.69,2.2765,2
33502,spaceships,0.45,1.3802,2
33503,spacesuit,0.12,0.8451,2
33504,spacesuits,0.14,0.9031,2
33505,spacial,0.04,0.4771,2
33506,spacing,0.55,1.4624,2
33507,spacious,1.14,1.7709,2
33508,spades,2.61,2.1271,1
33509,spadework,0.06,0.6021,2
33510,spaghetti,5.92,2.4814,3
33511,spake,0.25,1.1461,1
33512,spall,0.08,0.699,1
33513,span,1.98,2.0086,1
33514,spandex,0.73,1.5798,2
33515,spangle,0.08,0.699,2
33516,spaniel,0.84,1.6435,2
33517,spank,3.39,2.2405,1
33518,spanked,1.49,1.8865,1
33519,spanking,1.82,1.9731,2
33520,spanned,0.1,0.7782,1
33521,spanner,0.18,1.0,2
33522,spanning,0.2,1.0414,2
33523,spans,0.37,1.301,1
33524,spar,0.71,1.5682,1
33525,spare,30.84,3.197,1
33526,spared,3.31,2.2304,1
33527,spares,0.41,1.3424,1
33528,sparing,0.47,1.3979,2
33529,sparingly,0.14,0.9031,3
33530,spark,6.27,2.5065,1
33531,sparked,0.63,1.5185,1
33532,sparking,0.35,1.2788,2
33533,sparkle,1.67,1.9345,2
33534,sparkled,0.04,0.4771,2
33535,sparkles,0.8,1.6232,2
33536,sparkling,2.0,2.0128,2
33537,sparkly,0.67,1.5441,2
33538,sparred,0.04,0.4771,1
33539,sparring,0.9,1.6721,2
33540,sparrows,0.51,1.4314,2
33541,sparse,0.22,1.0792,1
33542,sparsely,0.14,0.9031,2
33543,spas,0.2,1.0414,1
33544,spasm,1.1,1.7559,2
33545,spasmodic,0.06,0.6021,3
33546,spasmodically,0.02,0.301,4
33547,spasms,0.63,1.5185,2
33548,spat,1.55,1.9031,1
33549,spate,0.2,1.0414,1
33550,spatial,0.57,1.4771,2
33551,spatter,1.18,1.7853,2
33552,spattered,0.2,1.0414,2
33553,spattering,0.02,0.301,3
33554,spatters,0.06,0.6021,2
33555,spatula,1.1,1.7559,3
33556,spawn,1.82,1.9731,1
33557,spawned,0.53,1.4472,1
33558,spawning,0.51,1.4314,2
33559,spawns,0.04,0.4771,1
33560,speak,187.18,3.9799,1
33561,speaker,6.9,2.5478,2
33562,speakers,1.96,2.0043,2
33563,speaking,69.9,3.5522,2
33564,speaks,20.94,3.029,1
33565,spear,4.55,2.3674,1
33566,spearhead,0.35,1.2788,2
33567,spearheaded,0.08,0.699,3
33568,spearheading,0.08,0.699,3
33569,spearing,0.08,0.699,2
33570,spearman,0.02,0.301,2
33571,spec,0.86,1.6532,1
33572,special,148.57,3.8796,2
33573,specialist,5.18,2.4232,3
33574,specialists,1.71,1.9445,3
33575,specialities,0.08,0.699,3
33576,speciality,0.86,1.6532,5
33577,specialization,0.06,0.6021,5
33578,specialize,1.33,1.8388,3
33579,specialized,1.04,1.7324,3
33580,specializes,1.08,1.7482,4
33581,specializing,0.49,1.415,4
33582,specially,3.35,2.2355,3
33583,specials,2.04,2.0212,2
33584,specialties,0.43,1.3617,3
33585,specialty,5.33,2.4362,3
33586,species,13.65,2.8432,2
33587,specific,17.8,2.9586,3
33588,specifically,10.27,2.7202,4
33589,specification,0.16,0.9542,5
33590,specifications,0.82,1.6335,5
33591,specificity,0.1,0.7782,5
33592,specifics,1.88,1.9868,3
33593,specified,0.76,1.6021,3
33594,specifies,0.18,1.0,3
33595,specify,0.9,1.6721,3
33596,specifying,0.02,0.301,4
33597,specimen,4.75,2.3856,3
33598,specimens,1.78,1.9638,3
33599,specious,0.22,1.0792,2
33600,speck,1.86,1.9823,1
33601,speckled,0.39,1.3222,2
33602,specks,0.27,1.1761,1
33603,specs,2.08,2.0294,1
33604,spectacle,2.57,2.1206,3
33605,spectacles,0.82,1.6335,3
33606,spectacular,5.67,2.4624,4
33607,spectacularly,0.2,1.0414,5
33608,spectator,0.9,1.6721,3
33609,spectators,1.02,1.7243,3
33610,specter,0.33,1.2553,2
33611,spectra,0.2,1.0414,2
33612,spectrograph,0.14,0.9031,3
33613,spectrometer,0.16,0.9542,4
33614,spectrometry,0.06,0.6021,4
33615,spectroscopy,0.12,0.8451,4
33616,spectrum,2.16,2.0453,2
33617,speculate,1.22,1.7993,3
33618,speculated,0.37,1.301,4
33619,speculates,0.04,0.4771,3
33620,speculating,0.61,1.5051,4
33621,speculation,2.31,2.0755,4
33622,speculations,0.35,1.2788,4
33623,speculative,0.24,1.1139,4
33624,speculator,0.1,0.7782,4
33625,speculators,0.08,0.699,4
33626,sped,0.63,1.5185,1
33627,speech,38.04,3.288,1
33628,speeches,5.59,2.4564,2
33629,speechify,0.02,0.301,3
33630,speechifying,0.1,0.7782,4
33631,speechless,1.75,1.9542,2
33632,speechwriter,0.12,0.8451,3
33633,speed,41.25,3.3233,1
33634,speedboat,0.53,1.4472,2
33635,speedboats,0.08,0.699,2
33636,speeded,0.18,1.0,2
33637,speeder,0.18,1.0,2
33638,speeders,0.12,0.8451,2
33639,speedily,0.06,0.6021,3
33640,speeding,4.98,2.4065,2
33641,speedometer,0.24,1.1139,4
33642,speeds,1.47,1.8808,1
33643,speedy,1.96,2.0043,2
33644,spell,36.65,3.2718,1
33645,spellbinding,0.14,0.9031,3
33646,spellbound,0.16,0.9542,2
33647,spelled,3.49,2.2529,1
33648,speller,0.33,1.2553,2
33649,spellers,0.31,1.2304,2
33650,spelling,5.02,2.4099,2
33651,spellings,0.04,0.4771,2
33652,spells,5.78,2.4713,1
33653,spelunking,0.22,1.0792,3
33654,spend,93.27,3.6774,1
33655,spender,1.33,1.8388,2
33656,spenders,0.25,1.1461,2
33657,spending,24.78,3.1021,2
33658,spends,5.84,2.4757,1
33659,spendthrift,0.06,0.6021,2
33660,spent,70.08,3.5533,1
33661,sperm,6.24,2.5038,1
33662,sperms,0.08,0.699,1
33663,spew,0.47,1.3979,1
33664,spewed,0.22,1.0792,1
33665,spewing,0.37,1.301,2
33666,spews,0.04,0.4771,1
33667,sphere,2.47,2.1038,1
33668,spheres,0.45,1.3802,1
33669,spherical,0.18,1.0,3
33670,spic,1.16,1.7782,1
33671,spice,5.29,2.433,1
33672,spiced,0.27,1.1761,1
33673,spices,2.24,2.0607,2
33674,spicing,0.18,1.0,2
33675,spicy,3.31,2.2304,2
33676,spider,10.1,2.7126,2
33677,spiders,4.45,2.3579,2
33678,spied,0.73,1.5798,1
33679,spiel,0.41,1.3424,1
33680,spieler,0.02,0.301,2
33681,spies,4.57,2.3692,1
33682,spiffing,0.1,0.7782,2
33683,spiffy,0.69,1.5563,2
33684,spigot,0.29,1.2041,2
33685,spigots,0.04,0.4771,2
33686,spiked,1.35,1.8451,1
33687,spikes,1.41,1.8633,1
33688,spiking,0.49,1.415,2
33689,spiky,0.22,1.0792,2
33690,spill,8.47,2.6365,1
33691,spillage,0.14,0.9031,2
33692,spilled,6.35,2.5119,1
33693,spilling,2.14,2.0414,2
33694,spillover,0.06,0.6021,3
33695,spills,0.8,1.6232,1
33696,spillway,0.2,1.0414,2
33697,spilt,0.82,1.6335,1
33698,spin,14.63,2.8733,1
33699,spina,0.1,0.7782,2
33700,spinach,2.55,2.1173,2
33701,spinal,4.27,2.3404,2
33702,spindle,0.41,1.3424,2
33703,spine,5.75,2.4683,1
33704,spineless,0.86,1.6532,2
33705,spines,0.31,1.2304,1
33706,spinners,0.22,1.0792,2
33707,spinning,7.33,2.574,2
33708,spins,1.92,1.9956,1
33709,spinster,0.96,1.699,2
33710,spiral,1.78,1.9638,2
33711,spiraled,0.14,0.9031,2
33712,spiraling,0.24,1.1139,3
33713,spiralling,0.1,0.7782,3
33714,spirals,0.12,0.8451,2
33715,spire,0.1,0.7782,1
33716,spirit,49.35,3.4011,2
33717,spirited,1.22,1.7993,3
33718,spirits,16.14,2.9159,2
33719,spiritual,8.88,2.6571,4
33720,spiritualism,0.29,1.2041,5
33721,spiritualist,0.22,1.0792,5
33722,spiritualists,0.04,0.4771,5
33723,spirituality,0.9,1.6721,6
33724,spiritually,1.08,1.7482,5
33725,spirituals,0.08,0.699,4
33726,spit,19.35,2.9948,1
33727,spitball,0.25,1.1461,2
33728,spite,7.61,2.5899,1
33729,spiteful,0.75,1.5911,2
33730,spits,1.2,1.7924,1
33731,spitting,3.96,2.3075,2
33732,spittle,0.24,1.1139,2
33733,splash,4.22,2.3345,1
33734,splashed,0.63,1.5185,1
33735,splashes,0.45,1.3802,2
33736,splashing,1.1,1.7559,2
33737,splashy,0.16,0.9542,2
33738,splat,0.84,1.6435,1
33739,splatter,0.86,1.6532,2
33740,splattered,0.96,1.699,2
33741,spleen,2.57,2.1206,1
33742,splendid,11.67,2.7752,2
33743,splendidly,0.61,1.5051,3
33744,splendor,1.18,1.7853,2
33745,splenic,0.22,1.0792,2
33746,splice,0.39,1.3222,1
33747,spliced,0.31,1.2304,1
33748,splices,0.08,0.699,2
33749,splicing,0.24,1.1139,2
33750,splint,0.86,1.6532,1
33751,splinter,1.47,1.8808,2
33752,splintered,0.29,1.2041,2
33753,splintering,0.2,1.0414,3
33754,splints,0.27,1.1761,1
33755,split,38.31,3.2911,1
33756,splits,1.55,1.9031,1
33757,splitting,3.98,2.3096,2
33758,splurge,0.37,1.301,1
33759,splurged,0.18,1.0,1
33760,splurging,0.08,0.699,2
33761,spoil,11.63,2.7738,1
33762,spoiled,8.47,2.6365,1
33763,spoiler,0.22,1.0792,2
33764,spoilers,0.1,0.7782,2
33765,spoiling,1.57,1.9085,2
33766,spoils,2.06,2.0253,1
33767,spoke,38.63,3.2947,1
33768,spoken,19.84,3.0056,2
33769,spokesman,1.18,1.7853,2
33770,spokesmen,0.2,1.0414,2
33771,spokesperson,0.9,1.6721,3
33772,spokespersons,0.1,0.7782,3
33773,spokeswoman,0.06,0.6021,3
33774,sponge,6.71,2.5353,1
33775,sponged,0.2,1.0414,1
33776,sponges,1.14,1.7709,2
33777,spongy,0.24,1.1139,2
33778,sponsor,5.35,2.4378,2
33779,sponsored,1.92,1.9956,2
33780,sponsoring,0.78,1.6128,3
33781,sponsors,1.9,1.9912,2
33782,sponsorship,0.43,1.3617,3
33783,sponsorships,0.04,0.4771,3
33784,spontaneity,0.82,1.6335,5
33785,spontaneous,4.18,2.3304,4
33786,spontaneously,0.8,1.6232,5
33787,spoof,0.24,1.1139,1
33788,spoofed,0.02,0.301,1
33789,spook,2.75,2.1492,1
33790,spooked,2.04,2.0212,1
33791,spooks,1.35,1.8451,1
33792,spooky,4.73,2.3838,2
33793,spool,0.51,1.4314,1
33794,spoon,7.61,2.5899,1
33795,spoonful,0.59,1.4914,2
33796,spoonfuls,0.1,0.7782,2
33797,spoons,2.0,2.0128,1
33798,spoor,0.16,0.9542,1
33799,sporadic,0.27,1.1761,3
33800,sporadically,0.06,0.6021,4
33801,spore,0.14,0.9031,1
33802,spores,0.45,1.3802,1
33803,sport,19.9,3.0069,1
33804,sported,0.02,0.301,2
33805,sporting,3.12,2.2041,2
33806,sportingly,0.02,0.301,3
33807,sports,27.59,3.1486,1
33808,sportscaster,0.14,0.9031,3
33809,sportsman,0.69,1.5563,2
33810,sportsmanship,0.55,1.4624,3
33811,sportsmen,0.24,1.1139,2
33812,sportswear,0.37,1.301,2
33813,sportswriter,0.71,1.5682,3
33814,sporty,0.75,1.5911,2
33815,spot,61.57,3.4971,1
33816,spotless,1.18,1.7853,2
33817,spotlight,2.9,2.1732,2
33818,spotlights,0.18,1.0,2
33819,spots,10.33,2.7226,1
33820,spotted,10.24,2.7185,2
33821,spotter,0.94,1.6902,2
33822,spotters,0.12,0.8451,2
33823,spotting,0.67,1.5441,2
33824,spotty,0.63,1.5185,2
33825,spousal,0.51,1.4314,2
33826,spouse,1.9,1.9912,1
33827,spouses,0.67,1.5441,2
33828,spout,1.02,1.7243,1
33829,spouted,0.06,0.6021,2
33830,spouting,0.65,1.5315,2
33831,spouts,0.06,0.6021,1
33832,sprain,0.84,1.6435,1
33833,sprained,1.57,1.9085,1
33834,sprains,0.16,0.9542,1
33835,sprang,0.76,1.6021,1
33836,sprawl,0.14,0.9031,1
33837,sprawled,0.24,1.1139,1
33838,sprawling,0.14,0.9031,2
33839,sprawls,0.02,0.301,1
33840,spray,9.65,2.6928,1
33841,sprayed,1.76,1.959,1
33842,sprayer,0.12,0.8451,2
33843,spraying,1.2,1.7924,2
33844,sprays,0.39,1.3222,1
33845,spread,31.29,3.2033,1
33846,spreader,0.69,1.5563,2
33847,spreading,6.75,2.5378,2
33848,spreads,2.25,2.0645,1
33849,spreadsheet,0.27,1.1761,2
33850,spreadsheets,0.22,1.0792,2
33851,spree,2.14,2.0414,1
33852,sprees,0.12,0.8451,1
33853,sprightly,0.14,0.9031,2
33854,spring,31.31,3.2036,1
33855,springboard,0.08,0.699,2
33856,springing,0.86,1.6532,2
33857,springtime,1.47,1.8808,2
33858,sprinkle,1.45,1.8751,2
33859,sprinkled,0.53,1.4472,2
33860,sprinkler,0.92,1.6812,2
33861,sprinklers,0.94,1.6902,2
33862,sprinkles,0.94,1.6902,2
33863,sprinkling,0.39,1.3222,2
33864,sprint,0.71,1.5682,1
33865,sprinter,0.1,0.7782,2
33866,sprinters,0.2,1.0414,2
33867,sprinting,0.18,1.0,2
33868,sprints,0.41,1.3424,1
33869,sprocket,0.29,1.2041,2
33870,sprout,0.9,1.6721,1
33871,sprouted,0.25,1.1461,2
33872,sprouting,0.25,1.1461,2
33873,sprouts,1.71,1.9445,1
33874,spruce,1.1,1.7559,1
33875,spruced,0.2,1.0414,1
